GMT,CFDM1,CFDM1
,QME,SQME
1973-08-11 00:00:00,10.137342,5.491886
1973-08-12 00:00:00,9.118092,5.1008277
1973-08-13 00:00:00,9.118092,4.8591213
1973-08-14 00:00:00,8.948013,4.6503334
1973-08-15 00:00:00,8.268614,4.4714155
1973-08-16 00:00:00,7.4474826,4.2787824
1973-08-17 00:00:00,6.965899,4.1242485
1973-08-18 00:00:00,6.5696588,3.9648383
1973-08-19 00:00:00,6.0880747,3.7971983
1973-08-20 00:00:00,5.974994,3.664915
1973-08-21 00:00:00,6.0597286,3.5457382
1973-08-22 00:00:00,5.351983,3.4021773
1973-08-23 00:00:00,4.955438,3.3329878
1973-08-24 00:00:00,4.275734,3.2418525
1973-08-25 00:00:00,4.1059604,3.116275
1973-08-26 00:00:00,4.672279,3.053791
1973-08-27 00:00:00,4.247388,3.0230062
1973-08-28 00:00:00,4.1059604,2.91846
1973-08-29 00:00:00,4.672279,2.8715205
1973-08-30 00:00:00,4.955438,2.8453078
1973-08-31 00:00:00,4.672279,2.7819095
1973-09-01 00:00:00,5.380329,2.75082
1973-09-02 00:00:00,6.654393,2.7343607
1973-09-03 00:00:00,7.928762,2.7288742
1973-09-04 00:00:00,7.6456027,2.7224734
1973-09-05 00:00:00,8.636507,5.1892195
1973-09-06 00:00:00,9.174785,6.541312
1973-09-07 00:00:00,7.9854546,7.9628997
1973-09-08 00:00:00,7.305751,14.510003
1973-09-09 00:00:00,7.4755244,11.027054
1973-09-10 00:00:00,8.608466,9.0205555
1973-09-11 00:00:00,8.155229,7.713878
1973-09-12 00:00:00,10.505541,6.9665084
1973-09-13 00:00:00,11.468404,6.046317
1973-09-14 00:00:00,9.372904,5.5226707
1973-09-15 00:00:00,7.4755244,5.221833
1973-09-16 00:00:00,6.3995805,4.967935
1973-09-17 00:00:00,5.8049154,4.737811
1973-09-18 00:00:00,4.9837847,4.5140877
1973-09-19 00:00:00,4.672279,4.6012607
1973-09-20 00:00:00,4.5025053,10.251642
1973-09-21 00:00:00,4.3040805,8.586215
1973-09-22 00:00:00,5.408371,7.1115932
1973-09-23 00:00:00,11.978029,6.312712
1973-09-24 00:00:00,11.1568985,7.349337
1973-09-25 00:00:00,9.429597,6.591604
1973-09-26 00:00:00,8.211921,5.792419
1973-09-27 00:00:00,9.542678,5.393131
1973-09-28 00:00:00,9.0897455,5.06669
1973-09-29 00:00:00,7.9004154,4.7567086
1973-09-30 00:00:00,6.8808594,4.465015
1973-10-01 00:00:00,6.3145413,4.260799
1973-10-02 00:00:00,5.5217566,4.0517063
1973-10-03 00:00:00,4.7006254,3.9020493
1973-10-04 00:00:00,4.247388,3.7222173
1973-10-05 00:00:00,4.417466,3.6274245
1973-10-06 00:00:00,5.351983,4.177284
1973-10-07 00:00:00,7.6739492,6.4934587
1973-10-08 00:00:00,9.259519,5.426964
1973-10-09 00:00:00,8.211921,4.814925
1973-10-10 00:00:00,6.6260467,4.432401
1973-10-11 00:00:00,6.3428874,4.184294
1973-10-12 00:00:00,6.286195,3.8221917
1973-10-13 00:00:00,5.9466476,3.6487606
1973-10-14 00:00:00,5.606796,3.5012374
1973-10-15 00:00:00,5.408371,3.3802319
1973-10-16 00:00:00,4.9837847,3.2948878
1973-10-17 00:00:00,4.870399,3.1476693
1973-10-18 00:00:00,4.474159,3.07086
1973-10-19 00:00:00,4.474159,3.0223966
1973-10-20 00:00:00,4.3891196,2.8904183
1973-10-21 00:00:00,4.332427,2.8053792
1973-10-22 00:00:00,4.7006254,2.7636213
1973-10-23 00:00:00,4.9270916,2.7410662
1973-10-24 00:00:00,4.814011,2.7011375
1973-10-25 00:00:00,4.6155863,2.5792174
1973-10-26 00:00:00,4.558893,2.5176477
1973-10-27 00:00:00,4.6155863,2.4847295
1973-10-28 00:00:00,5.068824,2.4649174
1973-10-29 00:00:00,4.757318,2.4530303
1973-10-30 00:00:00,4.4458127,2.4496775
1973-10-31 00:00:00,6.116421,8.049462
1973-11-01 00:00:00,17.18828,24.46355
1973-11-02 00:00:00,18.717463,23.279709
1973-11-03 00:00:00,37.095074,49.705563
1973-11-04 00:00:00,38.22771,46.80478
1973-11-05 00:00:00,33.697163,38.166748
1973-11-06 00:00:00,25.173735,29.539082
1973-11-07 00:00:00,18.774155,24.041098
1973-11-08 00:00:00,15.008046,19.423075
1973-11-09 00:00:00,12.827507,16.07637
1973-11-10 00:00:00,11.666524,14.181124
1973-11-11 00:00:00,10.618927,12.974116
1973-11-12 00:00:00,9.627717,11.99967
1973-11-13 00:00:00,8.806586,11.139525
1973-11-14 00:00:00,8.381695,10.357409
1973-11-15 00:00:00,8.353349,9.676485
1973-11-16 00:00:00,8.240268,9.014764
1973-11-17 00:00:00,10.420502,14.18661
1973-11-18 00:00:00,14.837968,21.613976
1973-11-19 00:00:00,13.733678,18.228563
1973-11-20 00:00:00,12.147803,15.240609
1973-11-21 00:00:00,10.817046,13.25118
1973-11-22 00:00:00,9.68441,11.7789955
1973-11-23 00:00:00,8.976359,10.302239
1973-11-24 00:00:00,9.287865,9.696297
1973-11-25 00:00:00,9.401251,8.964472
1973-11-26 00:00:00,9.514332,10.7673645
1973-11-27 00:00:00,9.854183,11.348618
1973-11-28 00:00:00,9.372904,10.098023
1973-11-29 00:00:00,10.222382,11.928652
1973-11-30 00:00:00,22.257105,25.76901
1973-12-01 00:00:00,22.596956,24.1682
1973-12-02 00:00:00,18.320917,19.425512
1973-12-03 00:00:00,14.781275,16.293388
1973-12-04 00:00:00,12.374575,14.193621
1973-12-05 00:00:00,11.2699795,12.167615
1973-12-06 00:00:00,11.071859,12.085929
1973-12-07 00:00:00,24.041098,27.477718
1973-12-08 00:00:00,26.901037,28.304945
1973-12-09 00:00:00,22.625303,22.95967
1973-12-10 00:00:00,18.57573,20.089062
1973-12-11 00:00:00,41.909084,39.308224
1973-12-12 00:00:00,47.855427,43.74154
1973-12-13 00:00:00,50.40386,47.397312
1973-12-14 00:00:00,40.49298,40.011703
1973-12-15 00:00:00,30.582106,34.347607
1973-12-16 00:00:00,40.49298,47.746613
1973-12-17 00:00:00,43.04172,44.453552
1973-12-18 00:00:00,49.83754,87.30234
1973-12-19 00:00:00,80.98627,144.50354
1973-12-20 00:00:00,80.98627,118.54799
1973-12-21 00:00:00,65.4119,89.55633
1973-12-22 00:00:00,48.421745,74.82108
1973-12-23 00:00:00,52.386276,87.23254
1973-12-24 00:00:00,54.08523,71.2031
1973-12-25 00:00:00,47.28911,54.70367
1973-12-26 00:00:00,38.510868,42.546116
1973-12-27 00:00:00,32.847683,36.220295
1973-12-28 00:00:00,38.510868,42.875908
1973-12-29 00:00:00,38.510868,44.94184
1973-12-30 00:00:00,36.245594,47.612194
1973-12-31 00:00:00,31.431583,42.943573
1974-01-01 00:00:00,26.901037,37.43401
1974-01-02 00:00:00,23.219967,30.79821
1974-01-03 00:00:00,19.821753,25.484936
1974-01-04 00:00:00,17.27332,21.41677
1974-01-05 00:00:00,15.008046,18.658026
1974-01-06 00:00:00,13.308786,16.754246
1974-01-07 00:00:00,12.034722,15.338755
1974-01-08 00:00:00,10.902085,14.22532
1974-01-09 00:00:00,10.0526085,13.289584
1974-01-10 00:00:00,9.344558,12.470282
1974-01-11 00:00:00,8.891625,11.736018
1974-01-12 00:00:00,8.636507,11.070335
1974-01-13 00:00:00,8.49508,10.516209
1974-01-14 00:00:00,8.353349,9.967569
1974-01-15 00:00:00,8.211921,9.458553
1974-01-16 00:00:00,8.211921,8.987027
1974-01-17 00:00:00,8.070189,8.56305
1974-01-18 00:00:00,8.070189,8.199729
1974-01-19 00:00:00,7.928762,7.8534765
1974-01-20 00:00:00,7.928762,7.5678787
1974-01-21 00:00:00,7.928762,7.294778
1974-01-22 00:00:00,7.7870297,7.0241156
1974-01-23 00:00:00,12.601041,6.7805805
1974-01-24 00:00:00,14.413382,7.4807057
1974-01-25 00:00:00,15.88587,13.825422
1974-01-26 00:00:00,15.234512,13.186256
1974-01-27 00:00:00,13.79037,12.044781
1974-01-28 00:00:00,17.613173,13.262152
1974-01-29 00:00:00,28.883152,21.178417
1974-01-30 00:00:00,30.298946,33.099144
1974-01-31 00:00:00,29.16631,34.525913
1974-02-01 00:00:00,25.06035,29.81401
1974-02-02 00:00:00,23.248009,28.165043
1974-02-03 00:00:00,15.715792,23.968252
1974-02-04 00:00:00,13.025627,19.762316
1974-02-05 00:00:00,11.185245,16.576548
1974-02-06 00:00:00,9.599371,14.606015
1974-02-07 00:00:00,8.636507,13.138099
1974-02-08 00:00:00,7.928762,12.044781
1974-02-09 00:00:00,7.503871,11.306556
1974-02-10 00:00:00,7.079284,10.691164
1974-02-11 00:00:00,6.7961254,10.136733
1974-02-12 00:00:00,6.512966,9.6426525
1974-02-13 00:00:00,6.229807,9.161983
1974-02-14 00:00:00,6.0880747,8.745321
1974-02-15 00:00:00,5.9466476,8.352129
1974-02-16 00:00:00,5.8049154,7.9921603
1974-02-17 00:00:00,5.6634884,7.6766925
1974-02-18 00:00:00,5.5217566,7.384084
1974-02-19 00:00:00,5.380329,7.1094594
1974-02-20 00:00:00,5.380329,6.864705
1974-02-21 00:00:00,17.358358,6.6540885
1974-02-22 00:00:00,27.127502,7.460894
1974-02-23 00:00:00,22.313797,14.288718
1974-02-24 00:00:00,84.9505,45.49841
1974-02-25 00:00:00,75.60594,60.368076
1974-02-26 00:00:00,40.776142,51.321915
1974-02-27 00:00:00,24.66411,40.23817
1974-02-28 00:00:00,17.641518,32.045757
1974-03-01 00:00:00,14.441728,25.395935
1974-03-02 00:00:00,14.866314,20.841003
1974-03-03 00:00:00,15.914217,22.473818
1974-03-04 00:00:00,13.847063,21.362516
1974-03-05 00:00:00,15.88587,21.126297
1974-03-06 00:00:00,24.494032,34.716717
1974-03-07 00:00:00,29.449469,44.57791
1974-03-08 00:00:00,26.221333,40.581985
1974-03-09 00:00:00,23.361395,35.259567
1974-03-10 00:00:00,18.858889,29.091635
1974-03-11 00:00:00,15.602711,23.807621
1974-03-12 00:00:00,13.195705,19.449287
1974-03-13 00:00:00,11.666524,16.749063
1974-03-14 00:00:00,10.137342,14.839797
1974-03-15 00:00:00,9.202826,13.443812
1974-03-16 00:00:00,8.778239,12.487045
1974-03-17 00:00:00,8.353349,14.771827
1974-03-18 00:00:00,28.090366,28.862425
1974-03-19 00:00:00,47.855427,42.060875
1974-03-20 00:00:00,35.679276,38.577618
1974-03-21 00:00:00,23.58786,33.2933
1974-03-22 00:00:00,17.556479,27.416758
1974-03-23 00:00:00,19.028967,22.511917
1974-03-24 00:00:00,17.839638,20.95256
1974-03-25 00:00:00,32.847683,36.10173
1974-03-26 00:00:00,36.245594,43.29196
1974-03-27 00:00:00,26.986076,37.085625
1974-03-28 00:00:00,21.067774,30.033161
1974-03-29 00:00:00,16.848429,24.744883
1974-03-30 00:00:00,14.18661,20.422817
1974-03-31 00:00:00,12.402921,16.863974
1974-04-01 00:00:00,13.167359,14.690445
1974-04-02 00:00:00,17.414747,16.30558
1974-04-03 00:00:00,17.782946,24.758902
1974-04-04 00:00:00,17.782946,39.41826
1974-04-05 00:00:00,25.428549,51.95407
1974-04-06 00:00:00,35.112957,53.825848
1974-04-07 00:00:00,53.802074,57.98972
1974-04-08 00:00:00,48.421745,52.492653
1974-04-09 00:00:00,35.962437,42.619877
1974-04-10 00:00:00,27.439009,34.588093
1974-04-11 00:00:00,22.936504,35.797844
1974-04-12 00:00:00,19.76506,33.462772
1974-04-13 00:00:00,21.322588,39.613026
1974-04-14 00:00:00,23.58786,34.897465
1974-04-15 00:00:00,22.370186,29.578094
1974-04-16 00:00:00,33.130844,34.073895
1974-04-17 00:00:00,42.19224,37.456566
1974-04-18 00:00:00,35.962437,31.365747
1974-04-19 00:00:00,29.449469,25.572414
1974-04-20 00:00:00,26.136599,21.43384
1974-04-21 00:00:00,23.248009,18.351397
1974-04-22 00:00:00,20.133259,15.639592
1974-04-23 00:00:00,18.519342,13.872972
1974-04-24 00:00:00,19.99183,12.834213
1974-04-25 00:00:00,27.97698,30.897573
1974-04-26 00:00:00,35.39612,46.371353
1974-04-27 00:00:00,33.414,39.8654
1974-04-28 00:00:00,28.316833,31.790333
1974-04-29 00:00:00,25.286816,25.710184
1974-04-30 00:00:00,23.474781,21.15952
1974-05-01 00:00:00,22.28545,16.926762
1974-05-02 00:00:00,24.94727,18.874434
1974-05-03 00:00:00,29.449469,24.814072
1974-05-04 00:00:00,27.184196,21.847757
1974-05-05 00:00:00,23.956059,19.049389
1974-05-06 00:00:00,22.20041,18.020384
1974-05-07 00:00:00,19.623632,15.902635
1974-05-08 00:00:00,17.839638,13.8748
1974-05-09 00:00:00,26.87269,21.15007
1974-05-10 00:00:00,31.431583,22.329647
1974-05-11 00:00:00,28.599993,18.894245
1974-05-12 00:00:00,27.184196,18.986906
1974-05-13 00:00:00,25.34351,17.624146
1974-05-14 00:00:00,35.39612,27.89956
1974-05-15 00:00:00,43.891197,32.9376
1974-05-16 00:00:00,39.077187,27.42011
1974-05-17 00:00:00,31.714743,22.365614
1974-05-18 00:00:00,25.456894,18.6056
1974-05-19 00:00:00,21.719131,15.852343
1974-05-20 00:00:00,18.830847,13.270382
1974-05-21 00:00:00,16.621962,11.785091
1974-05-22 00:00:00,15.008046,10.819485
1974-05-23 00:00:00,14.073529,10.045293
1974-05-24 00:00:00,14.894661,10.382097
1974-05-25 00:00:00,25.202082,19.492874
1974-05-26 00:00:00,30.015787,26.310944
1974-05-27 00:00:00,30.582106,25.73152
1974-05-28 00:00:00,27.77886,21.091244
1974-05-29 00:00:00,24.38095,17.495823
1974-05-30 00:00:00,20.67123,14.7133045
1974-05-31 00:00:00,17.839638,12.471196
1974-06-01 00:00:00,15.857524,10.805464
1974-06-02 00:00:00,15.149473,9.815169
1974-06-03 00:00:00,16.055643,9.115653
1974-06-04 00:00:00,14.809622,8.531047
1974-06-05 00:00:00,13.2523985,8.028127
1974-06-06 00:00:00,12.063069,7.563002
1974-06-07 00:00:00,11.1568985,7.1262236
1974-06-08 00:00:00,10.250729,6.7266307
1974-06-09 00:00:00,9.457944,6.363614
1974-06-10 00:00:00,8.834932,6.046317
1974-06-11 00:00:00,8.410041,5.751271
1974-06-12 00:00:00,8.381695,5.4763412
1974-06-13 00:00:00,8.353349,5.231587
1974-06-14 00:00:00,8.240268,5.0066447
1974-06-15 00:00:00,7.7870297,4.7859693
1974-06-16 00:00:00,7.249058,4.5723047
1974-06-17 00:00:00,6.7394323,4.407103
1974-06-18 00:00:00,7.617256,5.377586
1974-06-19 00:00:00,17.414747,13.944904
1974-06-20 00:00:00,20.841309,21.25919
1974-06-21 00:00:00,18.320917,16.560392
1974-06-22 00:00:00,15.37594,12.761975
1974-06-23 00:00:00,12.855854,10.448238
1974-06-24 00:00:00,10.845393,8.780678
1974-06-25 00:00:00,9.401251,7.2563734
1974-06-26 00:00:00,8.381695,6.4267077
1974-06-27 00:00:00,8.410041,6.013704
1974-06-28 00:00:00,9.231173,5.7159142
1974-06-29 00:00:00,8.806586,5.4504333
1974-06-30 00:00:00,7.9854546,5.1895247
1974-07-01 00:00:00,7.532217,4.95239
1974-07-02 00:00:00,7.079284,4.759452
1974-07-03 00:00:00,6.4846196,4.559198
1974-07-04 00:00:00,5.9466476,4.3653455
1974-07-05 00:00:00,5.6634884,4.213555
1974-07-06 00:00:00,5.5217566,4.029151
1974-07-07 00:00:00,5.7765694,3.917899
1974-07-08 00:00:00,6.116421,3.7734237
1974-07-09 00:00:00,6.0597286,3.6524181
1974-07-10 00:00:00,6.0030355,3.5935917
1974-07-11 00:00:00,6.8808594,5.1620927
1974-07-12 00:00:00,8.268614,5.1346607
1974-07-13 00:00:00,7.079284,4.6036987
1974-07-14 00:00:00,6.116421,4.262933
1974-07-15 00:00:00,5.3236365,4.0297604
1974-07-16 00:00:00,5.0121307,3.7923214
1974-07-17 00:00:00,6.9375525,3.6155374
1974-07-18 00:00:00,12.969239,3.4521646
1974-07-19 00:00:00,12.68608,3.3582861
1974-07-20 00:00:00,11.015166,3.4171126
1974-07-21 00:00:00,20.019873,5.7159142
1974-07-22 00:00:00,26.67457,5.613501
1974-07-23 00:00:00,25.032003,4.9100227
1974-07-24 00:00:00,17.839638,4.47995
1974-07-25 00:00:00,13.08232,4.213555
1974-07-26 00:00:00,10.392156,3.9276526
1974-07-27 00:00:00,8.636507,3.674059
1974-07-28 00:00:00,7.4755244,3.5432997
1974-07-29 00:00:00,6.6260467,3.401263
1974-07-30 00:00:00,7.8153763,3.3329878
1974-07-31 00:00:00,9.146438,3.2083247
1974-08-01 00:00:00,9.259519,3.1001205
1974-08-02 00:00:00,8.778239,3.0452566
1974-08-03 00:00:00,7.843723,3.0108142
1974-08-04 00:00:00,6.852818,2.8837125
1974-08-05 00:00:00,6.1447678,2.802331
1974-08-06 00:00:00,5.691835,2.7636213
1974-08-07 00:00:00,5.2385974,2.7410662
1974-08-08 00:00:00,4.7856646,2.7011375
1974-08-09 00:00:00,4.4458127,2.5792174
1974-08-10 00:00:00,4.134307,2.5176477
1974-08-11 00:00:00,3.8228014,2.4847295
1974-08-12 00:00:00,3.5679886,2.4649174
1974-08-13 00:00:00,3.3695638,2.4530303
1974-08-14 00:00:00,3.1714437,2.4496775
1974-08-15 00:00:00,3.058363,2.4231598
1974-08-16 00:00:00,2.916631,2.3070312
1974-08-17 00:00:00,2.7468574,2.2454615
1974-08-18 00:00:00,2.6051254,2.212543
1974-08-19 00:00:00,2.6051254,2.1930358
1974-08-20 00:00:00,2.5200863,2.1808438
1974-08-21 00:00:00,2.4353518,2.1774912
1974-08-22 00:00:00,2.3503127,2.1774912
1974-08-23 00:00:00,2.236927,2.1774912
1974-08-24 00:00:00,2.2085807,2.1774912
1974-08-25 00:00:00,2.2652736,2.1774912
1974-08-26 00:00:00,2.3219662,2.1774912
1974-08-27 00:00:00,2.2936199,2.1774912
1974-08-28 00:00:00,2.2936199,2.1774912
1974-08-29 00:00:00,2.4636981,2.1774912
1974-08-30 00:00:00,3.39791,2.1774912
1974-08-31 00:00:00,4.5872397,2.1774912
1974-09-01 00:00:00,5.0121307,2.1774912
1974-09-02 00:00:00,4.474159,2.1774912
1974-09-03 00:00:00,4.020921,2.1774912
1974-09-04 00:00:00,3.8228014,2.1774912
1974-09-05 00:00:00,5.0404773,4.4263053
1974-09-06 00:00:00,5.974994,4.324807
1974-09-07 00:00:00,6.031382,4.125468
1974-09-08 00:00:00,5.691835,3.9956229
1974-09-09 00:00:00,5.1819043,3.831031
1974-09-10 00:00:00,4.5872397,3.6396165
1974-09-11 00:00:00,4.0776143,3.4201605
1974-09-12 00:00:00,3.6246815,3.3137853
1974-09-13 00:00:00,3.313176,3.155899
1974-09-14 00:00:00,3.114751,3.0742126
1974-09-15 00:00:00,3.058363,3.0044134
1974-09-16 00:00:00,2.9733238,2.8669486
1974-09-17 00:00:00,2.6618183,2.7931871
1974-09-18 00:00:00,2.4636981,2.7569158
1974-09-19 00:00:00,2.4070055,2.6496263
1974-09-20 00:00:00,2.3219662,2.5472136
1974-09-21 00:00:00,2.2936199,2.4990551
1974-09-22 00:00:00,2.4917397,2.982468
1974-09-23 00:00:00,9.0897455,8.367674
1974-09-24 00:00:00,8.948013,6.861962
1974-09-25 00:00:00,6.456273,6.1523876
1974-09-26 00:00:00,5.2669435,5.7412124
1974-09-27 00:00:00,5.833262,5.4086757
1974-09-28 00:00:00,5.918301,4.8969164
1974-09-29 00:00:00,5.09717,4.5415196
1974-09-30 00:00:00,10.505541,11.515648
1974-10-01 00:00:00,28.175406,19.99122
1974-10-02 00:00:00,27.722168,15.02603
1974-10-03 00:00:00,22.56861,12.309347
1974-10-04 00:00:00,17.443094,11.286439
1974-10-05 00:00:00,13.676985,9.917277
1974-10-06 00:00:00,11.128552,8.331708
1974-10-07 00:00:00,9.401251,7.5456285
1974-10-08 00:00:00,8.098536,7.0360026
1974-10-09 00:00:00,7.050938,6.5821557
1974-10-10 00:00:00,6.286195,6.174943
1974-10-11 00:00:00,5.8049154,5.795162
1974-10-12 00:00:00,5.380329,5.4562244
1974-10-13 00:00:00,5.0121307,5.151729
1974-10-14 00:00:00,4.814011,4.882286
1974-10-15 00:00:00,4.530547,4.63296
1974-10-16 00:00:00,4.3607736,4.401312
1974-10-17 00:00:00,4.814011,4.3830237
1974-10-18 00:00:00,10.732007,6.639458
1974-10-19 00:00:00,11.581485,5.7942476
1974-10-20 00:00:00,9.910876,5.2288437
1974-10-21 00:00:00,8.664854,4.8728375
1974-10-22 00:00:00,7.5605636,4.5860205
1974-10-23 00:00:00,6.7394323,4.2522645
1974-10-24 00:00:00,6.229807,3.994099
1974-10-25 00:00:00,5.8049154,3.8109143
1974-10-26 00:00:00,5.49341,3.6704013
1974-10-27 00:00:00,5.635142,3.5128198
1974-10-28 00:00:00,5.635142,3.386023
1974-10-29 00:00:00,5.380329,3.2705038
1974-10-30 00:00:00,5.068824,3.1290767
1974-10-31 00:00:00,4.9837847,3.0608015
1974-11-01 00:00:00,4.870399,2.9696662
1974-11-02 00:00:00,4.8420525,2.8440886
1974-11-03 00:00:00,4.728972,2.7816045
1974-11-04 00:00:00,4.558893,2.75082
1974-11-05 00:00:00,4.474159,2.6798015
1974-11-06 00:00:00,5.4367175,2.9175453
1974-11-07 00:00:00,7.503871,4.105351
1974-11-08 00:00:00,7.843723,3.8868093
1974-11-09 00:00:00,7.192365,3.6981382
1974-11-10 00:00:00,6.5977006,3.521659
1974-11-11 00:00:00,5.974994,3.425342
1974-11-12 00:00:00,5.49341,3.218383
1974-11-13 00:00:00,5.210251,3.2479486
1974-11-14 00:00:00,7.4191365,6.6022725
1974-11-15 00:00:00,10.760354,6.708343
1974-11-16 00:00:00,9.995915,5.7683396
1974-11-17 00:00:00,9.599371,5.456529
1974-11-18 00:00:00,8.664854,4.9804316
1974-11-19 00:00:00,7.9004154,4.552188
1974-11-20 00:00:00,7.2207117,4.119067
1974-11-21 00:00:00,6.7961254,4.010558
1974-11-22 00:00:00,24.210873,9.603943
1974-11-23 00:00:00,37.095074,19.95434
1974-11-24 00:00:00,29.449469,15.283891
1974-11-25 00:00:00,22.030638,12.590373
1974-11-26 00:00:00,17.669865,19.887894
1974-11-27 00:00:00,16.707,23.295557
1974-11-28 00:00:00,15.064434,18.588226
1974-11-29 00:00:00,13.563904,15.567049
1974-11-30 00:00:00,12.459309,13.793114
1974-12-01 00:00:00,11.468404,12.365126
1974-12-02 00:00:00,9.88253,10.838687
1974-12-03 00:00:00,9.429597,10.076992
1974-12-04 00:00:00,20.926043,10.966094
1974-12-05 00:00:00,23.842674,10.456469
1974-12-06 00:00:00,18.320917,9.724339
1974-12-07 00:00:00,14.583155,9.070238
1974-12-08 00:00:00,12.770815,8.515807
1974-12-09 00:00:00,12.912546,9.514941
1974-12-10 00:00:00,27.35397,41.58203
1974-12-11 00:00:00,39.077187,49.068836
1974-12-12 00:00:00,37.661392,38.89187
1974-12-13 00:00:00,30.582106,31.364529
1974-12-14 00:00:00,26.39141,30.014568
1974-12-15 00:00:00,22.313797,26.848001
1974-12-16 00:00:00,17.358358,21.500286
1974-12-17 00:00:00,14.639848,18.187414
1974-12-18 00:00:00,15.489326,16.166286
1974-12-19 00:00:00,18.09445,15.676778
1974-12-20 00:00:00,15.829178,14.508174
1974-12-21 00:00:00,13.705331,13.291108
1974-12-22 00:00:00,11.496751,12.352019
1974-12-23 00:00:00,10.760354,11.544299
1974-12-24 00:00:00,10.194036,10.828629
1974-12-25 00:00:00,9.344558,10.170566
1974-12-26 00:00:00,8.778239,9.605467
1974-12-27 00:00:00,8.353349,9.1116905
1974-12-28 00:00:00,7.7870297,8.650833
1974-12-29 00:00:00,7.6456027,8.214969
1974-12-30 00:00:00,7.3624434,7.85622
1974-12-31 00:00:00,7.2207117,7.506919
1975-01-01 00:00:00,7.079284,7.189317
1975-01-02 00:00:00,6.7961254,6.874154
1975-01-03 00:00:00,6.654393,6.611721
1975-01-04 00:00:00,6.512966,6.3764157
1975-01-05 00:00:00,6.371234,6.1694565
1975-01-06 00:00:00,6.229807,5.9573154
1975-01-07 00:00:00,6.229807,5.807354
1975-01-08 00:00:00,6.0880747,5.627522
1975-01-09 00:00:00,6.0880747,5.5065165
1975-01-10 00:00:00,6.229807,5.3419247
1975-01-11 00:00:00,6.229807,5.248046
1975-01-12 00:00:00,6.512966,7.7035146
1975-01-13 00:00:00,13.847063,28.827982
1975-01-14 00:00:00,18.151144,32.511795
1975-01-15 00:00:00,17.839638,30.608318
1975-01-16 00:00:00,14.866314,25.37277
1975-01-17 00:00:00,12.317882,21.161959
1975-01-18 00:00:00,11.015166,17.62506
1975-01-19 00:00:00,10.364114,14.872715
1975-01-20 00:00:00,12.317882,13.17315
1975-01-21 00:00:00,14.101876,12.054839
1975-01-22 00:00:00,12.006376,11.257177
1975-01-23 00:00:00,10.137342,10.603686
1975-01-24 00:00:00,9.316212,10.009631
1975-01-25 00:00:00,7.843723,9.47745
1975-01-26 00:00:00,7.532217,9.030614
1975-01-27 00:00:00,7.7870297,13.348715
1975-01-28 00:00:00,7.928762,21.6219
1975-01-29 00:00:00,7.6456027,18.988733
1975-01-30 00:00:00,7.2207117,16.012972
1975-01-31 00:00:00,6.7961254,14.021104
1975-02-01 00:00:00,6.512966,12.5879345
1975-02-02 00:00:00,6.229807,11.090757
1975-02-03 00:00:00,5.9466476,10.100462
1975-02-04 00:00:00,5.6634884,9.465564
1975-02-05 00:00:00,5.380329,8.957462
1975-02-06 00:00:00,5.2385974,8.503005
1975-02-07 00:00:00,5.09717,8.1015835
1975-02-08 00:00:00,4.814011,7.7568545
1975-02-09 00:00:00,4.672279,7.42127
1975-02-10 00:00:00,4.530547,7.119823
1975-02-11 00:00:00,4.247388,6.8415403
1975-02-12 00:00:00,4.247388,6.595262
1975-02-13 00:00:00,4.1059604,6.3678813
1975-02-14 00:00:00,4.1059604,6.166104
1975-02-15 00:00:00,4.247388,5.9570107
1975-02-16 00:00:00,4.247388,5.779922
1975-02-17 00:00:00,4.247388,5.6083198
1975-02-18 00:00:00,4.247388,5.4687214
1975-02-19 00:00:00,4.247388,5.316931
1975-02-20 00:00:00,4.247388,5.234635
1975-02-21 00:00:00,4.3891196,5.0831494
1975-02-22 00:00:00,4.3891196,4.9914045
1975-02-23 00:00:00,4.530547,4.9234343
1975-02-24 00:00:00,4.955438,5.4851804
1975-02-25 00:00:00,5.9466476,7.5700126
1975-02-26 00:00:00,9.0897455,9.674961
1975-02-27 00:00:00,15.036393,27.416758
1975-02-28 00:00:00,14.724887,31.62818
1975-03-01 00:00:00,12.601041,27.677668
1975-03-02 00:00:00,11.298326,23.191011
1975-03-03 00:00:00,10.420502,21.883114
1975-03-04 00:00:00,9.571024,19.147535
1975-03-05 00:00:00,8.608466,15.985845
1975-03-06 00:00:00,7.843723,14.032686
1975-03-07 00:00:00,7.7870297,12.763194
1975-03-08 00:00:00,7.1640186,11.768023
1975-03-09 00:00:00,7.7586837,10.88776
1975-03-10 00:00:00,9.656063,10.836249
1975-03-11 00:00:00,9.231173,10.482071
1975-03-12 00:00:00,7.8153763,9.762134
1975-03-13 00:00:00,7.1640186,9.136684
1975-03-14 00:00:00,8.155229,8.616086
1975-03-15 00:00:00,8.976359,8.142732
1975-03-16 00:00:00,8.49508,7.6995525
1975-03-17 00:00:00,8.041842,7.334402
1975-03-18 00:00:00,8.410041,7.7589884
1975-03-19 00:00:00,8.636507,9.970617
1975-03-20 00:00:00,9.68441,14.367967
1975-03-21 00:00:00,20.501457,28.531412
1975-03-22 00:00:00,54.65155,62.840004
1975-03-23 00:00:00,43.32488,61.007545
1975-03-24 00:00:00,47.005947,53.885895
1975-03-25 00:00:00,50.68702,51.234135
1975-03-26 00:00:00,48.138584,48.82469
